experiment,query,rank,score,chunk_doc,chunk_text_snippet
recursive_512_ov8,What are the data subject rights about access and portability?,3,0.5087826251983643,Indian Oil Priivacy policy.pdf,for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity of the Information provided by the Data Subject 
recursive_512_ov8,Under what grounds is processing of personal data lawful?,1,0.5612918734550476,Privacy_Policy_hdfc.pdf,"trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate use of personal information and SPDI at the Company . 4.1. Consent Th"
recursive_512_ov8,Under what grounds is processing of personal data lawful?,2,0.5271402597427368,Indian Oil Priivacy policy.pdf,for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity of the Information provided by the Data Subject 
recursive_512_ov8,Under what grounds is processing of personal data lawful?,3,0.5261645913124084,Indian Oil Priivacy policy.pdf,"the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third P"
recursive_512_ov8,When can personal data be shared with third parties?,1,0.514633297920227,Indian Oil Priivacy policy.pdf,"the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFORMATION [PURPOSE] IOCL uses the Information "
recursive_512_ov8,When can personal data be shared with third parties?,2,0.5077983736991882,Indian Oil Priivacy policy.pdf,"the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third P"
recursive_512_ov8,When can personal data be shared with third parties?,3,0.4881289005279541,Privacy_Policy_hdfc.pdf,"trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate use of personal information and SPDI at the Company . 4.1. Consent Th"
recursive_512_ov16,What are the data subject rights about access and portability?,1,0.5347517728805542,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_512_ov16,What are the data subject rights about access and portability?,2,0.5246724486351013,Indian Oil Priivacy policy.pdf,"is unable to perform its services or if there is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaint"
recursive_512_ov16,What are the data subject rights about access and portability?,3,0.4839269518852234,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
recursive_512_ov16,Under what grounds is processing of personal data lawful?,1,0.5686781406402588,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_512_ov16,Under what grounds is processing of personal data lawful?,2,0.5305013060569763,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
recursive_512_ov16,Under what grounds is processing of personal data lawful?,3,0.5166746377944946,Indian Oil Priivacy policy.pdf,"is unable to perform its services or if there is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaint"
recursive_512_ov16,When can personal data be shared with third parties?,1,0.506156325340271,Privacy_Policy_hdfc.pdf,"parties such as contractors, outsourced workforce, interns, summer trainees, vendors , CSR Partners and business partners who have access to Company’s information assets. 4. Elements of Privacy Policy This Policy describes generally acceptable privacy principles for the protection and appropriate us"
recursive_512_ov16,When can personal data be shared with third parties?,2,0.5034449100494385,Indian Oil Priivacy policy.pdf,"downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJE"
recursive_512_ov16,When can personal data be shared with third parties?,3,0.49794548749923706,Privacy_Policy_hdfc.pdf,"contract between the Company and the provider of information, or where the disclosure is necessary for compliance of a legal /regulatory obligation ; Provided that the information shall be shared by the Company , without obtaining prior consent from the provider of information, with Government agenc"
semantic_sim74,What are the data subject rights about access and portability?,1,0.5667707920074463,Privacy_Policy_hdfc.pdf,"Any such Third  Party  is expected to have read, understood and comply with this Policy. The Company will use its best  endeavors  to ensure that such Third Party have read and  understood the terms of this Policy and preferably having entered into a confidentiality  agreement. 3. Key Definitions   "
semantic_sim74,What are the data subject rights about access and portability?,2,0.5272112488746643,Indian Oil Priivacy policy.pdf,10. CONSENT   Data Subject  agrees that IOCL  does not need any additional or further consent from  him/her  to use  the Data Subject ’s Information in accordance with this Policy to carry out  IOCL’s  legal obligations or exercise specific rights. 11. INFORMATION SHARING AND DISCLOSURE    IOCL  may
semantic_sim74,What are the data subject rights about access and portability?,3,0.5256274342536926,Indian Oil Priivacy policy.pdf,"8. FAILURE TO PROVIDE INFORMATION   IOCL  may not be able to perform the obligations  it has promised  the Data Subject , or IOCL   may be prevented from complying with its legal , accounting, business or reporting   obligation s if the  Data Subject  fails to provide certain Information when reques"
semantic_sim74,Under what grounds is processing of personal data lawful?,1,0.581454336643219,Privacy_Policy_hdfc.pdf,"Provided that the information shall be shared  by the Company , without obtaining prior  consent from the provider of information, with Government agencies mandated under  the law to obtain information including sensitive personal data or information for the  purpose of verification of identity, or "
semantic_sim74,Under what grounds is processing of personal data lawful?,2,0.550290584564209,Privacy_Policy_hdfc.pdf,"Any such Third  Party  is expected to have read, understood and comply with this Policy. The Company will use its best  endeavors  to ensure that such Third Party have read and  understood the terms of this Policy and preferably having entered into a confidentiality  agreement. 3. Key Definitions   "
semantic_sim74,Under what grounds is processing of personal data lawful?,3,0.5481666326522827,Privacy_Policy_hdfc.pdf,"(c) “Sensitive personal data or information  (SPDI) ” of a person means such personal  information which consists of information relating to. i. password . ii. financial information such as Bank account or credit card or debit card or other  payment instrument details . iii. physical, physiological "
semantic_sim74,When can personal data be shared with third parties?,1,0.5964036583900452,Privacy_Policy_hdfc.pdf,"(d) “Third Party ” means all external parties such as contractors, outsourced  workforce, interns, summer trainees, vendors , CSR Partners and business partners  who have access to Company’s information assets. 4. Elements of Privacy Policy                   This Policy describes generally acceptabl"
semantic_sim74,When can personal data be shared with third parties?,2,0.5945898294448853,Privacy_Policy_hdfc.pdf,"Any such Third  Party  is expected to have read, understood and comply with this Policy. The Company will use its best  endeavors  to ensure that such Third Party have read and  understood the terms of this Policy and preferably having entered into a confidentiality  agreement. 3. Key Definitions   "
semantic_sim74,When can personal data be shared with third parties?,3,0.5594093799591064,Privacy_Policy_hdfc.pdf,"Provided that the information shall be shared  by the Company , without obtaining prior  consent from the provider of information, with Government agencies mandated under  the law to obtain information including sensitive personal data or information for the  purpose of verification of identity, or "
